name,operator,output,source,method,wikidata_id,latitude,longitude
"Wahleach Power Station",,"60 MW","hydro",,Q61375377,49.236944,-121.68
"[unnamed]","Nova Scotia Power","60 MW","biomass","combustion",,50,-100
"NextEra Adelaide Wind Energy Centre","NextEra Energy Canada","60 MW","wind",,,50,-100
"Parc éolien de Montagne Sèche","Cartier Énergie Éolienne","58 MW","wind","wind_turbine",,50,-100
"Bow Lake Wind Farm","Nodin Kitagan Limited Partnership","58 MW","wind",,,50,-100
"Claresholm Solar 1","Capstone Infrastructure","58 MW","solar","photovoltaic",,50,-100
"Centrale de Bryson",,"56 MW","hydro","run-of-the-river",Q2944464,45.66,-76.63
"Ghost Lake Hydroelectric Plant","TransAlta","56 MW","hydro","water-storage",,50,-100
"Parc éolien Le-Nordais (Cap-Chat)","TransAlta","56 MW","wind",,Q3588993,50,-100
"McArthur Generating Station","Manitoba Hydro","55 MW","hydro","run-of-the-river",Q65211713,50,-100
"Lower Bonnington Generating Station","FortisBC","54 MW","hydro","run-of-the-river",Q61162277,49.461944,-117.5
"Loyalist Solar","BluEarth Renewables","54 MW","solar","photovoltaic",,50,-100
"Parc éolien du Mont-Copper","NextEra Energie Canada","54 MW","wind",,Q3588993,50,-100
"Parc éolien du Mont-Miller","NextEra Energie Canada","54 MW","wind",,Q3588993,50,-100
"South Slocan Generating Station","FortisBC","54 MW","hydro","run-of-the-river",Q61162267,49.455,-117.52
"Whatshan Dam","BC Hydro","54 MW","hydro","water-storage",,50,-100
"Centrale Murdock Wilson","Resolute Forest Products","53 MW","hydro",,Q65212744,50,-100
"Centrale de la Hart-Jaune","Hydro-Québec","51 MW","hydro",,Q2944500,51.79,-67.91
"Dalhousie Mountain Wind Farm","RMS Energy","51 MW","wind","wind_turbine",,50,-100
"Fort Frances Mill Power Plant",,"50 MW","biomass",,,50,-100
"Mamquam Generating Station","Atlantic Power","50 MW","hydro",,,50,-100
"Maritime Electric Diesel Generator","Maritime Electric","50 MW","diesel","combustion",,50,-100
"Rundle Hydro Plant","TransAlta","50 MW","hydro","water-storage",,50,-100
"Southgate Solar","Southgate Solar LP (Samsung)","50 MW","solar","photovoltaic",,50,-100
"Stephenville Turbine Station","Newfoundland and Labrador Hydro","50 MW","diesel","combustion",,50,-100
"Wheatcrest Solar Project","BluEarth Renewables","50 MW","solar","photovoltaic",,50,-100
"Windsor Solar Farm","Samsung Renewable Energy","50 MW","solar","photovoltaic",,50,-100
"Windsor Solar Project","Samsung Renewable Energy","50 MW","solar","photovoltaic",,50,-100
"[unnamed]","TransAlta","50 MW","hydro","water-storage",,50,-100
"Ashlu Creek Generating Station","Innergex","49.90 MW","hydro",,Q61375494,49.913889,-123.325
"Rutherford Creek",,"49.90 MW","hydro",,,50,-100
"Nutby Mountain Wind","Nova Scotia Power","49.50 MW","wind","wind_turbine",,50,-100
"Corra Linn Generating Station","FortisBC","49.00 MW","hydro","water-storage",,50,-100
"Silver Falls Generating Station","Ontario Power Generation","48.00 MW","hydro","water-storage",,50,-100
"Andrews Generating Station","Brookfield Renewable Energy","47.00 MW","hydro","run-of-the-river",,50,-100
"Oldman 2 Wind Farm","Apex Wind Energy","46.00 MW","wind",,,50,-100
"Lamèque Wind Farm","Acciona","45.00 MW","wind",,,50,-100
"Michipicoten High Falls Generation Station","Great Lakes Power","45.00 MW","hydro","water-storage",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Starwood Solar Sault Ste. Marie 2/3","KKR Global Infrastructure","45.00 MW","solar","photovoltaic",,50,-100
"Island Falls Generating Station","H2O Power","44.30 MW","hydro","run-of-the-river",,50,-100
"Castle River Wind Farm",,"44.00 MW","wind",,,50,-100
"Nanticoke Solar Farm","Ontario Power Generation;Six Nations of the Grand River Development Corporation;Mississaugas of the Credit First Nation","44.00 MW","solar","photovoltaic",,50,-100
"Invista Maitland",,"42.80 MW","gas",,,50,-100
"Parc éolien Le-Nordais","TransAlta","42.75 MW","wind",,,50,-100
"Burchill Wind Energy","Tobique First Nation Saint John Energy Natural Forces","42.00 MW","wind","wind_turbine",,50,-100
"Mersey Hydro","Nova Scotia Power","42.00 MW","hydro","water-storage",,50,-100
"Seton Powerhouse","BC Hydro","42.00 MW","hydro",,Q7456809,50.672806,-121.924
"Wrentham Solar Project","Solar Krafte","41.40 MW","solar","photovoltaic",,50,-100
"Meadow Lake Power Station","SaskPower","41.00 MW","gas","combustion",,50,-100
"Big Silver Creek",,"40.60 MW","hydro",,,50,-100
"Centrale de Magpie","Innergex","40.60 MW","hydro",,,50,-100
"Strathmore Solar Farm","Capital Power","40.50 MW","solar","photovoltaic",,50,-100
"Borden Generating Station","Maritime Electric","40.00 MW","oil","combustion",Q4944492,46.246667,-63.693056
"Granite Canal Hydroelectric Generating Station",,"40.00 MW","hydro",,Q5595835,48.190083,-56.808331
"Suncor Adelaide Wind Energy","Suncor Adelaide Wind Limited","40.00 MW","wind",,,50,-100
"Whitehorse Hydro Plant","Yukon Power","40.00 MW","hydro",,Q2058,60.717222,-135.055833
"Harrow Wind Farm","Engie Energy Internationa","39.60 MW","wind","wind_turbine",,50,-100
"Kingsbridge Wind Farm","Capital Power","39.60 MW","wind","wind_turbine",,50,-100
"Empress Solar",,"39.00 MW","solar","photovoltaic",,50,-100
"Deerfoot Solar Park","DP Energy","37.00 MW","solar","photovoltaic",,50,-100
"Cascade Hydro Power Plant","TransAlta Corporation","36.00 MW","hydro","water-storage",,50,-100
"Starwood Solar Sault Ste. Marie","EDF Renewables","35.00 MW","solar","photovoltaic",,50,-100
"Upper Stave River",,"33.50 MW","hydro",,,50,-100
"Stardale Solar Farm","Innergex","33.20 MW","solar","photovoltaic",,50,-100
"Clowhom Powerhouse",,"33.00 MW","hydro","water-storage",,50,-100
"Amherst I Wind Farm","Sprott Power Corporation","31.50 MW","wind","wind_turbine",,50,-100
"Pubnico Point Wind Energy Center","NextEra Energy Canada","30.60 MW","wind","wind_turbine",,50,-100
"Brooklyn Power","Emera Energy","30.00 MW","biomass","combustion",,50,-100
"Chin Chute Wind Farm","Acciona Energia","30.00 MW","wind",,,50,-100
"Cochrane Solar Farm","Northland Power","30.00 MW","solar","photovoltaic",,50,-100
"East Point Eastern Kings Wind Farm","PEI Energy Corporation","30.00 MW","wind","wind_turbine",,50,-100
"Hermanville Clear Spring Wind Development Wind Farm","PEI Energy Corporation","30.00 MW","wind","wind_turbine",,50,-100
"Irving Pulp and Paper",,"30.00 MW","biomass","combustion",,50,-100
"Liskeard Solar Projects","TransCanada Energy Ltd.","30.00 MW","solar","photovoltaic",,50,-100
"Magrath Wind Power Project","Suncor Energy","30.00 MW","wind",,,50,-100
"Grand Manan Power Station","NB Power","29.00 MW","oil","thermal",,50,-100
"Grand Manan Power Station","NB Power - Grand Manan","29.00 MW","oil","combustion",,50,-100
"Brooks Solar II Project","Elemental Energy","28.00 MW","solar","photovoltaic",,50,-100
"Chapais-Énergie","Nexolia","28.00 MW","biomass","combustion",,50,-100
"Peter Sutherland Sr. Generating Station",,"28.00 MW","hydro",,,50,-100
"Sissiboo Hydro","Nova Scotia Power","28.00 MW","hydro","water-storage",,50,-100
"Jackfish Lake Power Plant","Northwest Territories Power Corporation","27.66 MW","diesel","combustion",,50,-100
"Barlow Solar Park","DP Energy","27.00 MW","solar","photovoltaic",,50,-100
"Douglas Creek","Innergex Renewable Energy","27.00 MW","hydro",,,50,-100
"Fermeuse Wind Farm","Elemental Energy","27.00 MW","wind","wind_turbine",,50,-100
"Lamont Creek","Innergex","27.00 MW","hydro","run-of-the-river",,50,-100
"St. Lawrence Wind Farm","Elemental Energy","27.00 MW","wind","wind_turbine",,50,-100
"Red Lily Wind Power Facility","Algonquin Power and Utilities Corp.","26.00 MW","wind",,,50,-100
"Centrale hydroélectrique de Portneuf 1","Innergex","25.90 MW","hydro","run-of-the-river",,50,-100
"Boulder Creek Hydro",,"25.30 MW","hydro",,,50,-100
"AV Nackawic",,"25.00 MW","biomass","combustion",,50,-100
"Aménagement hydroélectrique Sheldrake","MRC de Minganie et Nation Innu d'Ekuanitshit","25.00 MW","hydro","run-of-the-river",,50,-100
"Kneehill Solar","Capstone Infrastructure","25.00 MW","solar","photovoltaic",,50,-100
"Michichi Solar","Capstone Infrastructure","25.00 MW","solar","photovoltaic",,50,-100
"Prairie Sunlight II Solar","Solar Krafte Utilities","25.00 MW","solar","photovoltaic",,50,-100
"Skookum Creek Powerhouse","Run of River Power","25.00 MW","hydro","water-storage",,50,-100
"Upper Mamquam","TransAlta","25.00 MW","hydro","run-of-the-river",,50,-100
"Whitecourt Power","Capstone","25.00 MW","biofuel","combustion",,50,-100
"Le Granit",,"24.60 MW","wind",,,50,-100
"Parc éolien La Mitis","MRC de la Mitis et EDF Énergies Nouvelles","24.60 MW","wind",,,50,-100
"Parc éolien Le plateau 2","Boralex et Régie intermunicipale de l’énergie Gaspésie-Îles-de-la-Madeleine","24.60 MW","wind",,,50,-100
"Parc éolien Viger-Denonville","MRC de Rivière-du-Loup et Innergex","24.60 MW","wind",,,50,-100
"Monarch Solar","Concord Monarch Partnership","24.00 MW","solar","photovoltaic",,50,-100
"Parc éolien communautaire de Frampton","Boralex","24.00 MW","wind",,,50,-100
"Parc éolien communautaire de Saint-Philémon","Parc éolien St-Philémon S.E.C.","24.00 MW","wind",,Q117604157,46.6655,-70.364306
"Point Tupper Wind","Enercon Canada","24.00 MW","wind","wind_turbine",,50,-100
"Puntledge River Generating Station",,"24.00 MW","hydro","run-of-the-river",,50,-100
"St. Isidore","EDF Renewables","24.00 MW","solar","photovoltaic",,50,-100
"Tusket Combustion Turbine","Nova Scotia Power","24.00 MW","diesel","combustion",,50,-100
"Parc éolien Saint-Damase","Innergex","23.50 MW","wind",,,50,-100
"Arnprior Solar Project","EDF Renewables","23.40 MW","solar","photovoltaic",Q4795407,45.408306,-76.275
"Centrale Hydro-Canyon Saint-Joachim","Société Hydro-Canyon Saint-Joachim","23.20 MW","hydro","run-of-the-river",,50,-100
"Ellershouse Wind Farm","Alternative Resource Energy Authority","23.15 MW","wind","wind_turbine",,50,-100
"Black River Hydro","Nova Scotia Power","23.00 MW","hydro","water-storage",,50,-100
"Coaldale Solar","Concord Coaldale Partnership","23.00 MW","solar","photovoltaic",,50,-100
"DeCew I Generating Station","Ontario Power Generation","23.00 MW","hydro","run-of-the-river",,50,-100
"Fire Creek","Innergex Renewable Energy","23.00 MW","hydro",,,50,-100
"Gartshore Generating Station","Brookfield Renewable Energy","23.00 MW","hydro","water-storage",,50,-100
"Hays Solar","Canadian Solar","23.00 MW","solar","photovoltaic",,50,-100
"Jenner Solar","Canadian Solar","23.00 MW","solar","photovoltaic",,50,-100
"Morse Wind Power Facility","SaskPower","23.00 MW","wind",,,50,-100
"Solar Sault Ste. Marie","First Solar","23.00 MW","solar","photovoltaic",,50,-100
"Suffield Solar Facility","BluEarth Renewables","23.00 MW","solar","photovoltaic",,50,-100
"Aishihik Hydro Plant","Yukon Energy Corporation","22.00 MW","hydro","run-of-the-river",,50,-100
"Ear Falls Generating Station","Ontario Power Generation","22.00 MW","hydro","run-of-the-river",,50,-100
"Fundy Ocean Research Center for Energy","Fundy Ocean Research Centre for Energy","22.00 MW","tidal","stream",,50,-100
"Innisfail Solar","Elemental Energy","22.00 MW","solar","photovoltaic",,50,-100
"Metro Vancouver Waste-to-Energy Facility","Covanta","22.00 MW","waste","combustion",,50,-100
"Prairie Sunlight III Solar","Solar Krafte Utilities","22.00 MW","solar","photovoltaic",,50,-100
"Stokke Creek","Innergex","22.00 MW","hydro","run-of-the-river",,50,-100
"Vulcan Solar",,"22.00 MW","solar",,,50,-100
"Zeballos Power Plant","Kruger","21.85 MW","hydro",,Q57514952,50.053486,-126.779817
"Centrale des Sept-Chutes","Hydro-Québec","21.60 MW","hydro","run-of-the-river",,50,-100
"Summerside Sunbank","City of Summerside","21.60 MW","solar","photovoltaic",,50,-100
"Tretheway Creek","Innergex","21.20 MW","hydro","run-of-the-river",,50,-100
"Centrale du lac-Robertson","Hydro-Québec","21.00 MW","hydro",,Q2944526,51,-59.06
"Summerside Sunbank","City of Summerside","21.00 MW","solar","photovoltaic",,50,-100
"East Strathmore Solar Project","Elemental Energy","20.50 MW","solar","photovoltaic",,50,-100
"Abw Solar Belmont","First Solar","20.00 MW","solar","photovoltaic",,50,-100
"Abw Solar Belmont","First Solar","20.00 MW","solar","photovoltaic",,50,-100
"Abw Solar Walpole","First Solar","20.00 MW","solar","photovoltaic",,50,-100
"Amherstburg Solar","Capstone Infrastructure","20.00 MW","solar","photovoltaic",,50,-100
"Amherstburg Solar Park","Capstone","20.00 MW","solar","photovoltaic",,50,-100
"Burdett Solar","BluEarth Renewables","20.00 MW","solar","photovoltaic",,50,-100
"Cowley North Wind Farm","TransAlta Renewables","20.00 MW","wind",,,50,-100
"Greenhill Gas Turbine","Newfoundland Power","20.00 MW","gas","combustion",,50,-100
"Moore Solar","NextEra Energy Canadian Operating Services","20.00 MW","solar","photovoltaic",,50,-100
"Ranney Falls Generating Station","Ontario Power Generation","20.00 MW","hydro","run-of-the-river",,50,-100
"Sombra Solar Energy Centre","NextEra Energy Canadian Operating Services","20.00 MW","solar","photovoltaic",,50,-100
"Western Lily Wind Power Facility","Gaia Power, Inc.","20.00 MW","wind",,,50,-100
"Bone Creek",,"19.00 MW","hydro",,,50,-100
"Hogg Generating Station","Brookfield Renewable Energy","19.00 MW","hydro","run-of-the-river",,50,-100
"Kananaskis Plant","TransAlta","19.00 MW","hydro","run-of-the-river",,50,-100
"Yellow Lake Solar","BluEarth Renewables","19.00 MW","solar","photovoltaic",,50,-100
"Star Lake Hydroelectric Generating Station","Enel Green Power, Newfoundland and Labrador Hydro","18.40 MW","hydro",,,50,-100
"Mini-centrale de la 11e chute","Énergie hydroélectrique Mistassini","18.30 MW","hydro","run-of-the-river",,50,-100
"Bésy","Resolute Forest Products","18.00 MW","hydro","run-of-the-river",,50,-100
"Healey Falls Hydroelectric","Ontario Power Generation","18.00 MW","hydro","water-storage",,50,-100
"Taltson Hydroelectric Power Plant","Northwest Territories Power Corporation","18.00 MW","hydro","run-of-the-river",,50,-100
"Tipella Creek",,"18.00 MW","hydro","run-of-the-river",,50,-100
"Ganaraska Wind Farm",,"17.60 MW","wind",,,50,-100
"Durham York Energy Centre","Regional Municipalities Of Durham And York","17.50 MW","waste","combustion",,50,-100
"Northwest Stave River",,"17.50 MW","hydro",,,50,-100
"Menihek Hydroelectric Generating Station","Newfoundland and Labrador Hydro","17.20 MW","hydro","run-of-the-river",,50,-100
"Stavely Solar Farm",,"17.00 MW","solar","photovoltaic",,50,-100
"Centrale de Drummondville - Barrage de Drummondville",,"16.00 MW","hydro",,Q2944470,45.886944,-72.483889
"Long Sault Rapids Generating Station","Algonquin Power","16.00 MW","hydro","run-of-the-river",,50,-100
"Sechelt Creek Generating Station",,"16.00 MW","hydro",,,50,-100
"Volcano Creek Hydroelectric Project","Coast Mountain Hydro","16.00 MW","hydro","run-of-the-river",,50,-100
"Volcano Creek Hydroelectric Project",,"16.00 MW","hydro",,,50,-100
"[unnamed]","Innergex","16.00 MW","hydro",,,50,-100
"Amherstburg II","Enbridge","15.00 MW","solar","photovoltaic",,50,-100
"Brooks Solar 1","Elemental Energy","15.00 MW","solar","photovoltaic",,50,-100
"Centrale de Saint-Narcisse","Hydro-Québec","15.00 MW","hydro","run-of-the-river",Q2944486,46.55,-72.41
"Dickson Dam","Algonquin Power","15.00 MW","hydro",,,50,-100
"Pennask Wind Farm",,"15.00 MW","wind","wind_turbine",,50,-100
"St. George Dam","St. George Power","15.00 MW","hydro","run-of-the-river",,50,-100
"Ocean Falls",,"14.50 MW","hydro","water-storage",,50,-100
"Chute-aux-Galets","Resolute Forest Products","14.40 MW","hydro","run-of-the-river",Q113378366,48.651667,-71.203333
"Chappice Lake Solar-Storage Project","Elemental Energy","14.00 MW","solar","photovoltaic",,50,-100
"Horseshoe Plant","TransAlta","14.00 MW","hydro","run-of-the-river",,50,-100
"Lower Sturgeon Falls Hydroelectric Generating Station",,"14.00 MW","hydro","run-of-the-river",Q11986882,48.808611,-81.493056
"Sable Wind","Municipality of the District of Guysborough","13.80 MW","wind","wind_turbine",,50,-100
"Bull Creek",,"13.60 MW","wind",,,50,-100
"Iqaluit","Qulliq Energy Corporation","13.60 MW","diesel","combustion",,50,-100
"kīsikāw pīsim Solar Farm","EPCOR","13.50 MW","solar","photovoltaic",,50,-100
"Fort Frances Generating Station","H2O Power","13.10 MW","hydro","run-of-the-river",,50,-100
"Harris Generating Station",,"13.00 MW","hydro",,,50,-100
"Michichi Creek Solar Farm","Concord Green Energy","13.00 MW","solar","photovoltaic",,50,-100
"Smiths Falls 2 Solar Facility","Recurrent Energy","13.00 MW","solar","photovoltaic",,50,-100
"Smiths Falls 5 Solar Facility","Recurrent Energy","13.00 MW","solar","photovoltaic",,50,-100
"Smiths Falls 6 Solar Facility","Recurrent Energy","13.00 MW","solar","photovoltaic",,50,-100
"Beckwith Solar","EffiSolar Energy, Engie Energy Services International and Mitsui. Engie Energy Services International","12.70 MW","solar","photovoltaic",,50,-100
"Parkway Solar","GS One-Parkway Solar Farm LP","12.70 MW","solar","photovoltaic",,50,-100
"Elmsley Solar East","EDF Renewables","12.00 MW","solar","photovoltaic",,50,-100
"Elmsley Solar West","EDF Renewables","12.00 MW","solar","photovoltaic",,50,-100
"Saint Isidore Solar","EDF Renewables","12.00 MW","solar","photovoltaic",,50,-100
"Summerside Diesel Generation Plant","Summerside Electric","12.00 MW","diesel","combustion",,50,-100
"Summerside Wind Farm","Summerside Electric","12.00 MW","wind","wind_turbine",,50,-100
"[unnamed]","TransAlta","12.00 MW","hydro","water-storage",,50,-100
"Bear River Hydro","Nova Scotia Power","11.50 MW","hydro","water-storage",,50,-100
"Oro-Medonte Solar Farm","BlackRock","11.50 MW","solar","photovoltaic",,50,-100
"Cypress Wind Power Facility","SaskPower","11.00 MW","wind",,,50,-100
"Lequille Hydroelectric Power Station","Nova Scotia Power","11.00 MW","hydro","water-storage",,50,-100
"Nepisiguit Falls Generating Station","NB Power","11.00 MW","hydro","run-of-the-river",,50,-100
"St. Margaret's Bay Hydroelectric System","Nova Scotia Power","11.00 MW","hydro","water-storage",,50,-100
"Stone Mills","DIF Infrastructure","11.00 MW","solar","photovoltaic",,50,-100
"W.R. Beatty Generating Station","Brookfield Renewable Power","11.00 MW","hydro","run-of-the-river",,50,-100
"Fort William","SkyPower","10.90 MW","solar","photovoltaic",,50,-100
"North Cape Wind Farm","PEI Energy Corporation","10.56 MW","wind","wind_turbine",,50,-100
"Alberta Solar One","Enbridge, Morgan Solar Inc","10.50 MW","solar","photovoltaic",,50,-100
"Mobile Hydro Plant","Newfoundland Power","10.50 MW","hydro","water-storage",,50,-100
"First Light 2","SunEdison / Sky Power","10.40 MW","solar","photovoltaic",,50,-100
"Sandspit Power Plant","BC Hydro","10.20 MW","diesel","combustion",,50,-100
"Adelaide Solar Power Plant","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Alfred Solar Energy Project","SunE Alfred LP (SunEdison) formerly 2225049 Ontario Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Barlow Solar","EDF Renewables","10.00 MW","solar","photovoltaic",,50,-100
"Beamlight Solar Project","Concorde","10.00 MW","solar","photovoltaic",,50,-100
"Belleville North Generating Station","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Belleville South Generating Station","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Belleville TS Demorestville Solar Energy Project","2225051 Ontario Inc. (also Axio Power and SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Big Chute Hydro-Electric Generating Station","Ontario Power Generation","10.00 MW","hydro","run-of-the-river",,50,-100
"Breen 2","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Breen 2","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Brockville 1 Solar Facility","Axium Infinity Solar","10.00 MW","solar","photovoltaic",,50,-100
"Brockville Solar Farm","EffiSolar","10.00 MW","solar","photovoltaic",,50,-100
"Burk's Falls East Solar Project","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Burk's Falls West Solar Project","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Central Utilities","York University","10.00 MW","gas","combustion",,50,-100
"Charlot River Power Station","SaskPower","10.00 MW","hydro","water-storage",,50,-100
"Chebucto Pockwock","Pockwock Wind Limited Partnership","10.00 MW","wind","wind_turbine",,50,-100
"CityLights Solar Farm","Renewable Energy Trust Capital Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Cornwall Solar","Algonquin Power","10.00 MW","solar","photovoltaic",,50,-100
"Crosby Generating Station","Northland Power","10.00 MW","solar",,,50,-100
"Dave Rampel Solar Farm","Rainy River First Nations","10.00 MW","solar","photovoltaic",,50,-100
"David Brown Solar Park","Saturn Power Inc.","10.00 MW","solar","photovoltaic",,50,-100
"DiscoveryLight","DiscoveryLightLP (aka Canadian Solar Solutions Inc.)","10.00 MW","solar","photovoltaic",,50,-100
"EarthLight Solar Farm","EarthLight LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"EarthLight Solar Farm","EarthLight LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"EarthLight Solar Farm","EarthLight LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Edwardsburgh Morrisburg Solar Project","Penn Energy Renewables, Ltd","10.00 MW","solar","photovoltaic",,50,-100
"Erie Ridge Solar Field",,"10.00 MW","solar","photovoltaic",,50,-100
"Ernestown Wind Farm","Horizon Legacy","10.00 MW","wind","wind_turbine",,50,-100
"FotoLight Solar Farm","Renewable Energy Trust Capital Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Gesner Wind Farm","Saturn Power","10.00 MW","wind","wind_turbine",,50,-100
"Glenarm Solar Farm","DIF Infrastructure","10.00 MW","solar","photovoltaic",,50,-100
"Glendale Solar Project","Northland Power Inc.","10.00 MW","solar","photovoltaic",,50,-100
"GoldLight Solar Project","GoldLight LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"GoodLight Solar Project","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"GoodLight Solar Project","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"Hamilton (Port Hope 4) Solar Facility","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"Hamilton (Port Hope 4) Solar Facility","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"Highfield Solar Facility","Saturn Power","10.00 MW","solar","photovoltaic",,50,-100
"Highlight Solar Project","CSI GP Val Caron Ltd. (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Illumination","Illumination LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Kingston Gardiner TS Odessa Solar Project","Axio Power and SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Kingston Gardiner TS Unity Road Solar Project","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Lily Lake","Peterborough Utilities Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Lindsay Solar Farm","Perpetual Energy Systems, LLC","10.00 MW","solar","photovoltaic",,50,-100
"Little Creek Solar Project","Canadian Solar","10.00 MW","solar","photovoltaic",,50,-100
"Longueuil TS Malbouef",,"10.00 MW","solar","photovoltaic",,50,-100
"LunarLight Solar Farm","Renewable Energy Trust Capital Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Marsh Hill Solar Farm","2327461 Ontario Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Matabitchuan Generating Station","Ontario Power Generation","10.00 MW","hydro","water-storage",,50,-100
"Mattawiskwia Solar Project","Ontario Solar PV Fields","10.00 MW","solar","photovoltaic",,50,-100
"Mattawiskwia Solar Project","Ontario Solar PV Fields","10.00 MW","solar","photovoltaic",,50,-100
"Mayo B Hydro Plant","Yukon Energy","10.00 MW","hydro","run-of-the-river",,50,-100
"McCann Solar Project","Northland Power Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Mighty Solar Project","Concord Green Energy","10.00 MW","solar","photovoltaic",,50,-100
"Millbrook/Truro Heights Community Wind","Millbrook First Nation wi Wind Canada","10.00 MW","wind","wind_turbine",,50,-100
"Mississippi Mills Solar Park","Canadian Solar","10.00 MW","solar",,,50,-100
"Morley Solar Farm","Rainy River First Nations","10.00 MW","solar","photovoltaic",,50,-100
"Newboro 1","SunEdison","10.00 MW","solar",,,50,-100
"Newsboro 4","SunEdison","10.00 MW","solar",,,50,-100
"Norfolk-Bloomsburg TS Solar Project","2225050 Ontario Inc. (c/o Axio Power)","10.00 MW","solar",,,50,-100
"North Burgess Generating Station","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Northland Power Long Lakes Solar Project","Northland Power Solar Long Lakes Inc. operating as Northland Power Solar Long Lake L.P.","10.00 MW","solar","photovoltaic",,50,-100
"Okikendawt Hydroelectric Project","Dokis First Nation","10.00 MW","hydro","run-of-the-river",,50,-100
"Orillia 2","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Penn Energy - Van Dorp Solar Projects","Port Hope Solar Farm Partnership","10.00 MW","solar","photovoltaic",,50,-100
"RayLight Solar Park","RayLight LP (aka Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Rideau Lakes Generating Station","Northland Power","10.00 MW","solar",,,50,-100
"Sandhurst Shores Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Silvercreek Solar Park","Silvercreek Solar Park","10.00 MW","solar","photovoltaic",,50,-100
"Simcoe Solar Energy Centre 1","TerraForm Power","10.00 MW","solar","photovoltaic",,50,-100
"Simcoe Solar Energy Centre 3","TerraForm Power","10.00 MW","solar","photovoltaic",,50,-100
"Smiths Falls 4 Solar Facility","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Snare Forks Hydroelectric Power Station","Northwest Territories Power Corporation","10.00 MW","hydro","run-of-the-river",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"South Glengarry Solar Project","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"SparkleLight Solar Farm","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"SunE Rutley Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"SunE Rutley Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"SunEdison Bruining 1 Solar Project","SunE South Stormont GP Corp. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Sunderland Solar Farm","2327049 Ontario Inc. Solray","10.00 MW","solar","photovoltaic",,50,-100
